state_fips,state_abb,year,month,epop_all,urate_all,epop_prime,emp_overall_sa,emp_private_sa,emp_overall_nsa,emp_private_nsa,cases_level,deaths_level,cases_rate,deaths_rate,vax_rate,vax_1864_rate,quit_level_sa,quit_level_nsa,quit_rate_sa,quit_rate_nsa
18,IN,2020,1,0.6295208937436536,0.03370248235239934,0.8351058843306434,3165.7,2737.8,3120.3,2689.1,NA,NA,NA,NA,NA,NA,88,88,2.8,2.8
18,IN,2020,2,0.6246284226817831,0.03288480916554511,0.8364972896954628,3163.8,2735.4,3131.8,2695.4,NA,NA,NA,NA,NA,NA,84,63,2.7,2
18,IN,2020,3,0.6041525955284972,0.03892465842726187,0.8204995666517608,3138.4,2710.8,3118.7,2681.5,390.46153846153845,12.038461538461538,5.800935349398359e-5,1.788507451104892e-6,NA,NA,75,73,2.4,2.3
18,IN,2020,4,0.502442433061159,0.16572540052405926,0.6809936469453807,2664.5,2259.9,2667.1,2253.2,9749.1,540.6,0.001448385903452825,8.031484130910518e-5,NA,NA,53,55,2,2.1
18,IN,2020,5,0.5456335288429235,0.12358219101513239,0.7328594902756211,2785.7,2386,2807.1,2401.1,27653.129032258064,1701.4193548387098,0.0041083179243914456,2.527732620867759e-4,NA,NA,44,53,1.6,1.9
18,IN,2020,6,0.5568783393336488,0.11260674182455027,0.7227518843998522,2902.6,2505.1,2913.9,2535.1,41376.76666666667,2435.633333333333,0.0061471854397284606,3.618525798258112e-4,NA,NA,49,59,1.7,2
18,IN,2020,7,0.5814016015883162,0.08181171063481031,0.7481336615895017,2970.1,2553.9,2934.9,2571.1,56290.51612903226,2801.7741935483873,0.008362863244748152,4.162487046592394e-4,NA,NA,84,92,2.8,3.1
18,IN,2020,8,0.6011229187314705,0.05912117799934924,0.8000833502514578,2992.3,2576.1,2998.6,2594.6,82154.58064516129,3134.7419354838707,0.012205386806015931,4.6571642821565724e-4,NA,NA,68,85,2.3,2.8
18,IN,2020,9,0.5957712320432645,0.058380448176478986,0.7783935687562665,2999.8,2587.2,3012.3,2590.5,109671.3,3463.866666666667,0.016293438874700826,5.146132105979142e-4,NA,NA,80,82,2.7,2.7
18,IN,2020,10,0.6072258358792463,0.056764767181766186,0.7860679769528167,3013.7,2604.5,3042.8,2622.5,147960.35483870967,3926.9032258064517,0.021981894966536922,5.834047528983691e-4,NA,NA,73,71,2.4,2.3
18,IN,2020,11,0.5949927263525353,0.050921181283272526,0.7741062411557592,3017.2,2610.9,3045.2,2624.2,258487.13333333333,5000.1,0.038402428956922266,7.428454273578556e-4,NA,NA,77,62,2.6,2
18,IN,2020,12,0.6117606233817399,0.045467405105496905,0.8041001022536912,3024.8,2623.1,3047.5,2633.4,439447.0967741936,7056.258064516129,0.06528694754192811,0.0010483208410797383,0,0,85,71,2.8,2.3
18,IN,2021,1,0.61867747458914,0.042535585451614545,0.8086415958541874,3031.3,2628.6,2978.6,2575.1,583500.2258064516,9266.90322580645,0.0866883611532967,0.001376747802455568,0,0,74,75,2.4,2.5
18,IN,2021,2,0.5937329381656302,0.048693039079494405,0.7890376485367878,3030,2626.3,2994.7,2581.2,650696.8571428572,11956.214285714286,0.09667150355486875,0.0017762882963647782,0,0,80,63,2.6,2.1
18,IN,2021,3,0.5823235822433697,0.051280549080732485,0.7740548360490483,3029.9,2622.9,3008.7,2592.9,677288.2258064516,12858.741935483871,0.10062207986713013,0.0019103733222033351,11.593548387096774,7.177275022197324,80,78,2.6,2.6
18,IN,2021,4,0.5948564821920634,0.044846675860306724,0.7942557275666754,3027.9,2623.5,3032.1,2618.1,707256.4333333333,13190.2,0.1050743400074184,0.0019596167588519404,21.826666666666668,17.996234989372333,102,102,3.4,3.4
18,IN,2021,5,0.5985367861903587,0.04819931025606513,0.7794978124471101,3035,2619.7,3048.6,2630.6,737706.6774193548,13482.290322580646,0.10959821444617596,0.0020030114830583592,31.912903225806453,32.40738571129159,85,92,2.8,3
18,IN,2021,6,0.6029351839238271,0.039960403286513256,0.7777470645424301,3048.1,2633.4,3050.5,2659.3,753036.9333333333,13752.666666666666,0.11187577099622989,0.00204318024585711,37.88333333333333,40.20878160240775,94,109,3.1,3.6
18,IN,2021,7,0.5978638685326512,0.040047669926588474,0.7799287469401548,3064.2,2652.2,3044.5,2676.7,764219.9677419355,13934.387096774193,0.1135371909627137,0.002070177744019723,43.193548387096776,46.88007730312296,98,105,3.2,3.5
18,IN,2021,8,0.6022679885001031,0.0397739033020289,0.7810039932452596,3061.9,2651,3073.5,2672.7,810694.3548387097,14186.129032258064,0.12044171006115124,0.0021075780651429823,45.20645161290322,49.23109979289354,109,126,3.6,4.1
18,IN,2021,9,0.6037155979302744,0.030131626748615234,0.7773966814401909,3058.8,2650.7,3084,2665.1,866672,14520,0.12875809128199187,0.002157179977447664,46.4,50.582114229464395,NA,NA,NA,NA
19,IA,2020,1,0.6578279141141774,0.03285515435772184,0.8587518778409087,1593.8,1329.8,1561.9,1298.4,NA,NA,NA,NA,NA,NA,36,32,2.3,2.1
19,IA,2020,2,0.6668805449017801,0.028792233682491966,0.8586701008982638,1590.9,1327.5,1567.2,1300.5,NA,NA,NA,NA,NA,NA,35,27,2.2,1.8
19,IA,2020,3,0.6560175880894347,0.03733185393066763,0.8707390904218745,1584.3,1320.4,1566.3,1298.8,116.41666666666667,1.0833333333333333,3.6845427917577644e-5,3.428708396052322e-7,NA,NA,27,25,1.7,1.6
19,IA,2020,4,0.6061183780187988,0.10513437616209154,0.7856272597778104,1412.5,1162.3,1416.8,1162.2,2790.8,64.9,8.832774823110297e-4,2.0540600760350375e-5,NA,NA,17,15,1.2,1.1
19,IA,2020,5,0.605205883648889,0.09098803665017827,0.7579360526225888,1421.2,1183.6,1436.7,1194.3,14231.806451612903,347.38709677419354,0.004504312086612625,1.0994668203599243e-4,NA,NA,22,25,1.5,1.8
19,IA,2020,6,0.6059310419025349,0.08429982743341963,0.781113003180238,1460.1,1220.4,1476.4,1236.3,24389.7,654.3666666666667,0.007719246384664368,2.0710453699354813e-4,NA,NA,27,25,1.8,1.7
19,IA,2020,7,0.6158136078037361,0.06859577325281668,0.7877327611457591,1486.7,1240,1481.9,1253.2,37166.32258064516,781.0322580645161,0.011762998364552038,2.4719371022893945e-4,NA,NA,39,43,2.6,2.9
19,IA,2020,8,0.6254894879685549,0.05409440318329597,0.8169598442083066,1491,1240.7,1487.3,1251.1,53261.25806451613,989.3225806451613,0.01685698363477993,3.1311679741497374e-4,NA,NA,35,48,2.3,3.3
19,IA,2020,9,0.6392575159084927,0.03837976142826339,0.8460622879477903,1502.1,1248.4,1506.8,1252.5,77097.8,1240.5333333333333,0.024401157616353482,3.926240358999484e-4,NA,NA,31,34,2.1,2.3
19,IA,2020,10,0.6507197119638274,0.02938529475075921,0.8301987861310847,1512.7,1260.5,1530.6,1272.2,106188.90322580645,1533.0645161290322,0.03360838006688401,4.852090318284465e-4,NA,NA,37,39,2.4,2.6
19,IA,2020,11,0.6295134316808472,0.041810352319970406,0.8256728374078853,1509,1257.7,1526.1,1267.3,184758.86666666667,2052.3333333333335,0.05847547175862568,6.495556182921277e-4,NA,NA,32,26,2.1,1.7
19,IA,2020,12,0.6395600625378857,0.040012348582048246,0.8437455711826902,1513.4,1264.7,1517.3,1263.2,259919.8064516129,3295.1935483870966,0.08226362055516366,0.0010429161033205184,0,0,28,23,1.9,1.5
19,IA,2021,1,0.6363499724028888,0.050482750144958656,0.8235779831315141,1515.2,1265.9,1483.9,1235.1,303252.3548387097,4294.419354838709,0.09597820570690356,0.0013591672336712383,0,0,35,32,2.3,2.2
19,IA,2021,2,0.6455073286911664,0.04419118710596957,0.8398893176934895,1510.8,1260.3,1486.1,1231.7,329177.39285714284,5235.75,0.10418338067814456,0.0016570947678120874,0,0,38,32,2.5,2.2
19,IA,2021,3,0.6389932773079523,0.038783549025700845,0.8236363286390928,1523.2,1271.7,1504.7,1248.2,344014.67741935485,5636.032258064516,0.10887932426150522,0.0017837825652597724,12.251612903225807,10.361332635802537,36,34,2.4,2.3
19,IA,2021,4,0.649580085450993,0.032005896514399064,0.8326875051579532,1517.6,1265.7,1518.5,1261.4,358779.6666666667,5871.6,0.11355238665534033,0.0018583388509163829,26.75,23.572167543995473,34,32,2.2,2.1
19,IA,2021,5,0.6445604841947228,0.04789515355455771,0.840837633790401,1518.8,1265.7,1532.8,1274.2,369028.32258064515,6007.967741935484,0.11679604689354119,0.001901498717537142,39.99032258064516,42.52042142472284,39,44,2.6,2.9
19,IA,2021,6,0.6351378944667333,0.04986516445789476,0.829534405352063,1525.4,1269.8,1543.7,1289.7,372739.7,6101.533333333334,0.11797068359372527,0.001931111867888595,46.06666666666667,50.30396033299652,43,44,2.8,2.8
19,IA,2021,7,0.6485045839340873,0.042403851562852764,0.8478886888236897,1534.9,1279.5,1536.4,1300.6,375889.5806451613,6159.322580645161,0.11896760872122933,0.0019494019427310203,48.880645161290325,53.31431629895455,41,45,2.7,2.9
19,IA,2021,8,0.6220967531620215,0.03876653889166158,0.8430688237046017,1531.2,1275.8,1529.2,1290.3,391000.67741935485,6220.258064516129,0.12375021281814347,0.0019686877893617186,50.55483870967742,55.243802306764024,55,66,3.6,4.3
19,IA,2021,9,0.6508526113495698,0.027383473415384656,0.8567450907143157,1538.2,1283.5,1544.1,1288.1,408390,6307,0.12925386663358227,0.001996141278821723,51.8,56.66941048080244,NA,NA,NA,NA
20,KS,2020,1,0.6432252264279035,0.03138933043404984,0.8308638548093944,1431.1,1169.3,1413.3,1152.5,NA,NA,NA,NA,NA,NA,36,36,2.5,2.5
20,KS,2020,2,0.6627371833789536,0.03407827840185828,0.8524482810819124,1428.8,1168.7,1418.7,1153.2,NA,NA,NA,NA,NA,NA,35,28,2.4,2
20,KS,2020,3,0.6547159373200027,0.0325047234143166,0.8459599763902572,1421.9,1161.9,1414.6,1149,96.32,2.4,3.3069711790183114e-5,8.239961409514066e-7,NA,NA,24,24,1.7,1.7
20,KS,2020,4,0.5895738842796138,0.12087745234058336,0.7831602689337195,1270.8,1021.7,1277.9,1021,1851.8333333333333,74.7,6.357931334799359e-4,2.564687988711253e-5,NA,NA,16,15,1.3,1.2
20,KS,2020,5,0.6155773447027255,0.08629200315310154,0.8080666202950086,1301.7,1057.6,1311.3,1059.5,7777.419354838709,183.09677419354838,0.0026702348062282812,6.286293139838956e-5,NA,NA,12,17,0.9,1.3
20,KS,2020,6,0.6281004461825112,0.06318659638858326,0.8158461233420313,1326.9,1082.7,1326.7,1089.7,11837.133333333333,248.56666666666666,0.004064063411080803,8.534082254270332e-5,NA,NA,24,28,1.8,2.1
20,KS,2020,7,0.6391363210580372,0.06969852778527506,0.8303149565979709,1345.9,1095.1,1327.6,1102.1,21418.1935483871,311.4193548387097,0.0073535453458422,1.0692014441861396e-4,NA,NA,35,35,2.6,2.7
20,KS,2020,8,0.6320436718214146,0.06481249269412263,0.81766047782228235,1358.6,1105.1,1348.9,1111.5,35056.67741935484,407.8709677419355,0.012036069545052793,1.4003504309394602e-4,NA,NA,27,36,2,2.7
20,KS,2020,9,0.6167714766256445,0.05657458154728627,0.8142024753427609,1354.8,1106.5,1355.9,1106.2,51824.566666666666,560.2666666666667,0.01779301789158843,1.9235732134876725e-4,NA,NA,30,31,2.2,2.3
20,KS,2020,10,0.6417930848447371,0.040634696694741644,0.8163623412777437,1357.8,1110.3,1372.9,1118.3,72423.87096774194,851.516129032258,0.024865412579242484,2.923525017835253e-4,NA,NA,32,30,2.4,2.2
20,KS,2020,11,0.6458255547124714,0.04615149591353838,0.8222028074773531,1356.1,1109.3,1369.6,1115,122823.2,1295,0.0421691011747095,4.4461458438836314e-4,NA,NA,31,25,2.3,1.8
20,KS,2020,12,0.6430281432902976,0.03837888613733205,0.8278530710313443,1354.7,1109.3,1365.3,1113.9,195437.29032258064,2188.451612903226,0.06709982209325255,7.513648682046415e-4,0,0,30,23,2.2,1.7
20,KS,2021,1,0.6348837063419697,0.036913676979408276,0.8260743159768,1363.5,1116.4,1345.6,1099.3,256832.06451612903,3377.1290322580644,0.08817859584744708,0.0011594755375315014,0,0,31,32,2.3,2.4
20,KS,2021,2,0.6382447256362634,0.02821737295399901,0.8333840959639964,1360.2,1113.8,1347.7,1096.1,289694.10714285716,4372.964285714285,0.09946117764253233,0.0015013773733112065,0,0,31,26,2.3,1.9
20,KS,2021,3,0.6529888289296548,0.03527937051666081,0.8273112483743403,1373.8,1126.8,1369.1,1115.8,301228.3548387097,4841.354838709677,0.10342125080509905,0.0016621907100304973,10.706451612903226,9.272525619773662,29,29,2.1,2.1
20,KS,2021,4,0.6431264749000305,0.02566342098939869,0.8240472734913641,1371.5,1124.4,1376.5,1122.7,307757.86666666664,4967.233333333334,0.10566303936698786,0.001705408790779941,24.596666666666668,22.967840181170395,29,27,2.1,2
20,KS,2021,5,0.6417738624965191,0.03335674527012177,0.8257435957333925,1370.2,1122.7,1380.5,1125.5,313882,5074.709677419355,0.10776564863087891,0.001742308829434294,35.86451612903226,38.95778679370632,27,32,2,2.3
20,KS,2021,6,0.6431253128711311,0.048779967647710754,0.8285533849437582,1376.2,1124.8,1383.9,1137.6,317734.6666666667,5152.8,0.10908839132492285,0.0017691197146226698,40.19,44.45271442662971,40,44,2.9,3.2
20,KS,2021,7,0.6528736445806161,0.05148046701421571,0.8373162099489647,1382.4,1129.8,1365.2,1137.2,325006.5806451613,5232.870967741936,0.11158507009809375,0.0017966106181316697,43.26774193548387,47.88818964598222,40,43,2.9,3.2
20,KS,2021,8,0.6497615023068614,0.036622636582895676,0.8210302096895481,1385.1,1133.4,1376.1,1139.8,351721.12903225806,5439.290322580645,0.12075702208902182,0.0018674809313836596,46.60967741935484,51.78620988020901,43,51,3.1,3.7
20,KS,2021,9,0.6299201377508009,0.039758421928758315,0.8099390602507361,1387,1134.5,1392.5,1137.2,374314,5610,0.12851387146003532,0.0019260909794739129,48.4,53.78697734102954,NA,NA,NA,NA
21,KY,2020,1,0.5782352980427103,0.047091638114080785,0.7818526050547935,1956.5,1645.4,1929.3,1619.5,NA,NA,NA,NA,NA,NA,62,63,3.2,3.3
21,KY,2020,2,0.5763241936607273,0.03054854511477084,0.7662894767109028,1957,1644.9,1935.2,1620.7,NA,NA,NA,NA,NA,NA,46,42,2.4,2.2
21,KY,2020,3,0.5542408609239627,0.051956641709197345,0.7811440185863834,1945.3,1634.5,1929.5,1615.6,130.69230769230768,3.230769230769231,2.9222322448806543e-5,7.223881947321217e-7,NA,NA,41,36,2.1,1.9
21,KY,2020,4,0.4809226459507775,0.17001368172302678,0.6891077682598399,1662.1,1364.1,1661.5,1360.3,2492.6666666666665,129.63333333333333,5.573511584340355e-4,2.8985539651644346e-5,NA,NA,37,33,2.2,2
21,KY,2020,5,0.5185533239813352,0.10711130079931241,0.7365506142866725,1692.2,1400.3,1699.8,1402.9,7571.322580645161,349.93548387096774,0.001692920063332583,7.824429552527091e-5,NA,NA,36,33,2.1,2
21,KY,2020,6,0.5232493253864289,0.05338628298697554,0.7203418873362816,1782.4,1491.3,1789.8,1500.3,12989.633333333333,524.2,0.0029044345490639323,1.1720920456717896e-4,NA,NA,40,40,2.2,2.2
21,KY,2020,7,0.5090122003476946,0.06289152384629985,0.6973706287871585,1810.3,1522.2,1798.4,1526.7,22391.41935483871,673.4516129032259,0.0050066395492384215,1.5058131984523239e-4,NA,NA,34,43,1.9,2.4
21,KY,2020,8,0.5372788612960341,0.06989624028876786,0.7102897038602308,1834.2,1533.2,1831.5,1539.4,41058.51612903226,848.6451612903226,0.009180534178162074,1.897539571053491e-4,NA,NA,57,66,3.1,3.6
21,KY,2020,9,0.5129075983832997,0.05350785246237361,0.6985116448403348,1842.6,1547.8,1848.4,1550.5,62445.7,1108.3,0.01396263034269494,2.478118302590699e-4,NA,NA,58,57,3.1,3.1
21,KY,2020,10,0.5398124505172369,0.05323004352911993,0.7312065721527767,1856.7,1559.6,1866.4,1566.5,88772.25806451614,1366.5483870967741,0.01984915252837519,3.055552259713359e-4,NA,NA,60,65,3.2,3.5
21,KY,2020,11,0.5559697238703669,0.045989011010269955,0.7471140883053673,1856.5,1560.4,1875.8,1576.1,143791.76666666666,1783.5666666666666,0.03215131360989965,3.9879898949358035e-4,NA,NA,60,52,3.2,2.8
21,KY,2020,12,0.5435368498575202,0.05352233498667659,0.7340344538843336,1841.8,1552.8,1859.6,1567.4,232031.48387096773,2544.7741935483873,0.05188139194784118,5.690022110432865e-4,0,0,52,50,2.8,2.7
21,KY,2021,1,0.5468634923457212,0.04592248802546583,0.7626605328276383,1852.3,1562.2,1825.9,1539.6,323543.70967741933,3438.483870967742,0.07234319125143954,7.688324292888277e-4,0,0,66,69,3.6,3.8
21,KY,2021,2,0.5479485663261519,0.04588886097569661,0.7573989156126012,1857.7,1562.9,1833.9,1538.2,391597.10714285716,4432.535714285715,0.08755968225681542,9.91098789177873e-4,0,0,47,43,2.5,2.4
21,KY,2021,3,0.5382913512477354,0.04806668282346498,0.7698783321311764,1861.1,1566.1,1846,1547.6,420537.7419354839,5421.451612903225,0.0940307024470348,0.001212216770598696,11.254838709677419,9.946662672830051,64,59,3.4,3.2
21,KY,2021,4,0.5487107328823049,0.03144343821680943,0.7640039350465554,1860.3,1563.4,1858.9,1557.2,439114.8,6407.2,0.09818446474947706,0.001432626508017606,25.473333333333333,24.577189739302614,79,74,4.2,4
21,KY,2021,5,0.5379655075566873,0.03876089724328855,0.7439714443300086,1863.7,1570.3,1873.6,1574.6,454896.70967741933,6790.032258064516,0.1017132420860688,0.0015182264020473636,35.72258064516129,38.17598248523178,60,57,3.2,3
21,KY,2021,6,0.5150762481213963,0.08329924340573827,0.7089157585381262,1863.5,1569.9,1872.1,1581.2,463553.9,7202.7,0.10364895820872495,0.0016104974012514687,40.97,44.67007832990401,59,59,3.2,3.1
21,KY,2021,7,0.5347632725163185,0.057253020321722,0.7406569946263434,1860.4,1577.9,1852.2,1583.1,471866.87096774194,7325.935483870968,0.10550770814142064,0.0016380524051411436,44.62258064516129,48.84240221960841,58,65,3.1,3.5
21,KY,2021,8,0.5540053171537054,0.0393750664374099,0.7474249683733002,1878.3,1584.4,1879.9,1590.6,524690.7096774194,7545.4838709677415,0.11731892545799114,0.001687142622263654,46.94838709677419,51.52330184317554,84,96,4.5,5.1
21,KY,2021,9,0.5420884859581853,0.05371863204309504,0.7399518031377236,1882.3,1584.9,1887.7,1588.4,584624,7842,0.13071979017718893,0.0017534425452419256,48.7,53.514248624590465,NA,NA,NA,NA
22,LA,2020,1,0.5702352802334536,0.05171868752988917,0.766151301776633,1992.2,1659.9,1977.7,1647.2,NA,NA,NA,NA,NA,NA,48,48,2.4,2.5
22,LA,2020,2,0.5729176572451489,0.034045903708720876,0.7729688504940958,1993.5,1662.4,1988.6,1654.6,NA,NA,NA,NA,NA,NA,52,45,2.6,2.3
22,LA,2020,3,0.5660119431443551,0.056887505698676406,0.7655533402841257,1971.1,1640.2,1968.5,1634.8,1257.0869565217392,49.43478260869565,2.698604650685261e-4,1.0612228021406086e-5,NA,NA,42,40,2.1,2
22,LA,2020,4,0.4832210132608181,0.13078725230219773,0.6709337660335786,1709.6,1392.9,1715.7,1395,20854.633333333335,1095.7333333333333,0.004476890815682882,2.3522247636916448e-4,NA,NA,31,34,1.8,2
22,LA,2020,5,0.5018135791978191,0.13117532076192734,0.6885951345252878,1732.8,1421.3,1739.2,1425.3,34233.25806451613,2445.0967741935483,0.00734889730115614,5.248920523741137e-4,NA,NA,33,38,1.9,2.2
22,LA,2020,6,0.5038925218054222,0.11077239540892275,0.7043218875383345,1770.1,1461.7,1770,1465.2,47891.76666666667,3036.0666666666666,0.010280986815247814,6.517563151818034e-4,NA,NA,43,46,2.4,2.6
22,LA,2020,7,0.5056903772032453,0.10653102311316007,0.695964730128209,1791,1476,1773.9,1472.2,86985.6129032258,3525.935483870968,0.01867331279714011,7.569170808293112e-4,NA,NA,45,51,2.5,2.9
22,LA,2020,8,0.5320394802965585,0.07751538869677188,0.7248080541904912,1807.3,1488,1799.1,1489,136403.64516129033,4487.129032258064,0.029281944999348542,9.632577294558114e-4,NA,NA,50,62,2.8,3.4
22,LA,2020,9,0.5343457169800429,0.0799514661323001,0.7232054749641396,1803.3,1487.3,1797.9,1481.8,159264.46666666667,5264.7,0.03418950679631381,0.0011301798837984366,NA,NA,66,63,3.7,3.5
22,LA,2020,10,0.5321914175390676,0.09070096066647684,0.7227359606402708,1818.6,1505.9,1827.1,1510.5,177578.5483870968,5723.290322580645,0.03812101414728742,0.0012286260549924802,NA,NA,47,46,2.6,2.5
22,LA,2020,11,0.5362256919642734,0.07652025114432459,0.729331391888754,1830.7,1519,1843.9,1526.9,207433.36666666667,6160.133333333333,0.04452998617874747,0.0013224037029364527,NA,NA,56,47,3.1,2.6
22,LA,2020,12,0.5493406400346659,0.06414397738584161,0.7394651972640522,1834.6,1521.1,1846.1,1528.9,275266.6451612903,6939.129032258064,0.05909184284802032,0.0014896317061446572,0,0,55,47,3,2.5
22,LA,2021,1,0.5332439882632476,0.06285143692516852,0.7183701751881202,1834.9,1518.1,1815.9,1501.3,361769.9032258064,8163.580645161291,0.07766160791488852,0.0017524863002502617,0,0,50,49,2.7,2.7
22,LA,2021,2,0.5319559183848176,0.06369101620663997,0.7284809992260679,1834.9,1521.8,1826.7,1510.9,418358.8214285714,9301.035714285714,0.08980962337610761,0.001996665235013683,0,0,54,47,2.9,2.6
22,LA,2021,3,0.5454997792880993,0.05809119115111386,0.7379691847015106,1835.3,1522.3,1831.9,1516.2,438096.2580645161,9908.225806451614,0.09404668414760285,0.0021270115088388997,10.858064516129032,7.0078543600625505,52,50,2.8,2.8
22,LA,2021,4,0.5346118404002831,0.06708744819260454,0.7267698825972708,1833.9,1520.7,1835.9,1519.6,451538.06666666665,10265.366666666667,0.09693225439548389,0.0022036793941690273,22.11,19.558251915917243,55,58,3,3.2
22,LA,2021,5,0.5427546443592481,0.06606827451288504,0.7361117042701425,1832.2,1520.3,1838.7,1523.3,465309.9032258064,10485.774193548386,0.09988867216707575,0.0022509945599181644,29.31290322580645,29.39756912111809,55,61,3,3.3
22,LA,2021,6,0.5448408769347876,0.06324289561600767,0.7354396858210478,1836.5,1526.8,1841.6,1533.8,476463.5333333333,10666.733333333334,0.1022830362103936,0.0022898412899454057,32.99333333333333,34.24353245616115,59,65,3.2,3.5
22,LA,2021,7,0.5465640639901866,0.056935625517954856,0.7466297715298585,1847.2,1533.6,1838.1,1536.6,501409.8387096774,10840.161290322581,0.1076382914977674,0.0023270712913277267,36.012903225806454,37.81886976457556,56,64,3,3.5
22,LA,2021,8,0.5466982030660039,0.04826258286615814,0.7362458774556198,1847.6,1532.3,1840.6,1534.7,622853.8387096775,11682.935483870968,0.13370883033341185,0.0025079907055645945,38.87741935483871,41.269909099333375,57,70,3.1,3.8
22,LA,2021,9,0.5489533480090119,0.046971420845887804,0.7555470811063167,1818,1506.7,1815.6,1504.3,692176,12582,0.14859030737707118,0.0027009940353585065,41.6,44.621390881791925,NA,NA,NA,NA
23,ME,2020,1,0.583180966269307,0.04278380770353132,0.8037961588739794,641,538.5,621.2,518.6,NA,NA,NA,NA,NA,NA,12,13,1.9,2.1
23,ME,2020,2,0.6073699082406141,0.05150935288592614,0.8130840655367706,640,537.9,621.9,517.9,NA,NA,NA,NA,NA,NA,15,11,2.3,1.7
23,ME,2020,3,0.6084982256339153,0.027085437605249577,0.832064381127495,636.6,534.5,618.5,514.2,105.5,0.65,7.839378199840983e-5,4.829948653930463e-7,NA,NA,10,7,1.6,1.2
23,ME,2020,4,0.535296160971065,0.0880904482273513,0.7365621310615071,545.4,448.9,534.8,436.2,745.2666666666667,28.1,5.537845743824477e-4,2.0880239565453236e-5,NA,NA,6,6,1.1,1.2
23,ME,2020,5,0.5656594291362758,0.07955625114758977,0.7580415970440996,557.8,464.9,559.2,464.5,1682.516129032258,70.3225806451613,0.0012502256173285613,5.2254531342771266e-5,NA,NA,6,6,1.1,1
23,ME,2020,6,0.5811752776390086,0.04919089927144585,0.8145465650946806,567.8,473.6,583.1,488.2,2801.9,100.33333333333333,0.0020820050974535024,7.455459204272152e-5,NA,NA,12,11,2.1,1.9
23,ME,2020,7,0.5769331699341878,0.08812290603463666,0.7754284306553223,576.7,478.3,593.5,504.1,3614,114.38709677419355,0.002685451451585338,8.499750832177382e-5,NA,NA,14,12,2.4,2
23,ME,2020,8,0.5820785225626032,0.05379867718303943,0.7930120827059032,585.7,486.2,600.6,510.8,4190.935483870968,127.45161290322581,0.003114154338312615,9.470534556664646e-5,NA,NA,13,17,2.2,2.9
23,ME,2020,9,0.5585667704534056,0.049948404793613135,0.776594093932523,599.8,501.3,610.9,511.5,4946.733333333334,136.93333333333334,0.003675764308413275,1.0175091830946843e-4,NA,NA,11,15,1.8,2.5
23,ME,2020,10,0.5715422150530758,0.04674467265021172,0.7822521454759326,600.9,504.6,610.1,510.9,5915.322580645161,144.32258064516128,0.004395492974761781,1.072416390952104e-4,NA,NA,13,14,2.2,2.3
23,ME,2020,11,0.5692128387065952,0.03996580999163515,0.7778300059299893,602.1,506,601.8,502.2,9135.4,167.33333333333334,0.006788232758940978,1.2434021662938936e-4,NA,NA,14,14,2.3,2.3
23,ME,2020,12,0.564074618536615,0.04625759039481185,0.7751258385512113,601.2,507,598,500.6,17514.032258064515,274.48387096774195,0.01301413485072822,2.0396046201634897e-4,0,0,12,9,2,1.6
23,ME,2021,1,0.5675848372166207,0.07097104234241373,0.776615463693589,603,507.2,582.9,487.2,32532.451612903227,478.93548387096774,0.024173857057969213,3.558821224064794e-4,0,0,13,14,2.2,2.4
23,ME,2021,2,0.5887985710011916,0.0424577370119354,0.7606282357792995,605.5,509.2,587.2,488.9,42421.82142857143,651.7857142857143,0.031522341431724166,4.843217743639064e-4,0,0,14,11,2.3,1.9
23,ME,2021,3,0.5840173721272217,0.05142074399848843,0.7645066336420202,612.4,514.4,592.5,493,47492.32258064516,722.741935483871,0.03529007377237207,5.37047144373757e-4,12.841935483870968,9.45055931191621,14,12,2.3,2
23,ME,2021,4,0.5774376513926905,0.05285566375177923,0.7695390576376863,611.2,515.1,599.7,500.9,56073.166666666664,760.1666666666666,0.041666233209736184,5.648563028353037e-4,30.373333333333335,24.05526461058245,10,10,1.6,1.6
23,ME,2021,5,0.5791122210800823,0.04647260108653467,0.7639902463485352,611.9,515.1,613,514.5,65334.903225806454,806.4516129032259,0.048548342752332455,5.992492126464595e-4,48.13225806451613,48.845303781914275,12,12,2,1.9
23,ME,2021,6,0.5888271346793221,0.04276624302666794,0.7823723701813733,616.3,519.1,632.9,535.4,68585.3,847.8,0.05096361190991031,6.299739182772688e-4,58.343333333333334,62.154445128134306,16,16,2.6,2.5
23,ME,2021,7,0.6103296759389645,0.04311230424941426,0.80465513322362,618.4,520.2,640.3,550.5,69533.64516129032,877.2903225806451,0.05166829782302349,6.518872634853245e-4,62.651612903225804,66.99158531104293,18,17,2.9,2.7
23,ME,2021,8,0.5858875476951904,0.031193214815939296,0.809369524244934,614.9,518.2,636.2,548.1,72831.70967741935,912.2903225806451,0.05411898740306245,6.778946793141808e-4,64.70967741935483,69.47425726029107,17,22,2.8,3.4
23,ME,2021,9,0.588514876343891,0.025394137740049096,0.8429500880194736,611.9,515.7,621.9,525,76289,934,0.056687992747646326,6.940264681186235e-4,65.9,70.9210946546003,NA,NA,NA,NA
24,MD,2020,1,0.6527625254477204,0.03393208109078355,0.8407415257954262,2779.7,2270.7,2725.7,2225.7,NA,NA,NA,NA,NA,NA,68,72,2.4,2.6
24,MD,2020,2,0.6512356506271256,0.03680325031188035,0.8353512763668783,2779,2269.1,2741.2,2224.4,NA,NA,NA,NA,NA,NA,56,48,2,1.7
